Airport_Code,Timezone,Airport_Name
KPHX,US/Mountain,Phoenix Sky Harbor International Airport
K04W,US/Central,Field of Dreams Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KMHR,US/Pacific,Sacramento Mather Airport
KJHW,US/Eastern,Chautauqua County-Jamestown Airport
KORF,US/Eastern,Norfolk International Airport
KBNA,US/Central,Nashville International Airport
KSCK,US/Pacific,Stockton Metropolitan Airport
KBKV,US/Eastern,Brooksville–Tampa Bay Regional Airport
KDDH,US/Eastern,William H Morse State Airport
KOZW,US/Eastern,Livingston County Spencer J. Hardy Airport
KTMB,US/Eastern,Miami Executive Airport
KLOM,US/Eastern,Wings Field
KBTR,US/Central,Baton Rouge Metropolitan Airport
KCUB,US/Eastern,Jim Hamilton L.B. Owens Airport
KEMT,US/Pacific,San Gabriel Valley Airport
KHWO,US/Eastern,North Perry Airport
KVDF,US/Eastern,Tampa Executive Airport
KHYW,US/Eastern,Conway Horry County Airport
KMCJ,US/Central,Salina Municipal Airport
KBFL,US/Pacific,Meadows Field
KOXC,US/Eastern,Waterbury Oxford Airport
KCMA,US/Pacific,Camarillo International Airport
KLAL,US/Eastern,Lakeland Linder International Airport
KRBW,US/Eastern,Lowcountry Regional Airport
KRBW,US/Eastern,Lowcountry Regional Airport
KSHV,US/Central,Shreveport Regional Airport
KMFR,US/Pacific,Rogue Valley International Medford Airport
KMDW,US/Central,Chicago Midway International Airport
KBKV,US/Eastern,Brooksville–Tampa Bay Regional Airport
KPVD,US/Eastern,Theodore Francis Green State Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KSTL,US/Central,St. Louis Lambert International Airport
KBUY,US/Eastern,Burlington Alamance Regional Airport
K3A6,US/Pacific,Pacific City State Airport
KAJO,US/Pacific,Corona Municipal Airport
KPDX,US/Pacific,Portland International Airport
KUKI,US/Pacific,Ukiah Municipal Airport
KSPI,US/Central,Abraham Lincoln Capital Airport
KSAC,US/Pacific,Sacramento Executive Airport
KCRQ,US/Pacific,McClellan-Palomar Airport
KSCH,US/Eastern,Schenectady County Airport
KOAK,US/Pacific,San Francisco Bay Oakland International Airport
KKLS,US/Pacific,Southwest Washington Regional Airport
KSFQ,US/Eastern,Suffolk Executive Airport
KMGY,US/Eastern,Dayton-Wright Brothers Airport
KBNA,US/Central,Nashville International Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KDED,US/Eastern,Deland Municipal Sidney H Taylor Field
KPVD,US/Eastern,Theodore Francis Green State Airport
KDAN,US/Eastern,Danville Regional Airport
KCHA,US/Eastern,Chattanooga Metropolitan Airport (Lovell Field)
KOQN,US/Eastern,Brandywine Regional Airport
KFNT,US/Eastern,Bishop International Airport
KSAN,US/Pacific,San Diego International Airport
KOFP,US/Eastern,Hanover County Municipal Airport
KVDF,US/Eastern,Tampa Executive Airport
KOUN,US/Central,University of Oklahoma Westheimer Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KLOM,US/Eastern,Wings Field
KBNA,US/Central,Nashville International Airport
KMIA,US/Eastern,Miami International Airport
KFRG,US/Eastern,Republic Airport
KPVG,US/Eastern,Hampton Roads Executive Airport
KFUL,US/Pacific,Fullerton Municipal Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KLUX,US/Eastern,Laurens County Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KDAL,US/Central,Dallas Love Field
KFCM,US/Central,Flying Cloud Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KSJC,US/Pacific,Norman Y. Mineta San Jose International Airport
KTCL,US/Central,Tuscaloosa National Airport
KBHM,US/Central,Birmingham-Shuttlesworth International Airport
KORL,US/Eastern,Orlando Executive Airport
KSMO,US/Pacific,Santa Monica Municipal Airport
KBNA,US/Central,Nashville International Airport
KACY,US/Eastern,Atlantic City International Airport
KGEU,US/Mountain,Glendale Municipal Airport
KSGS,US/Central,South St Paul Municipal Airport/Richard E Fleming Field
KMDW,US/Central,Chicago Midway International Airport
KGED,US/Eastern,Delaware Coastal Airport
KTMB,US/Eastern,Miami Executive Airport
KVPS,US/Central,Destin-Fort Walton Beach Airport
KAPC,US/Pacific,Napa County Airport
KNKX,US/Pacific,Miramar Marine Corps Air Station - Mitscher Field
KPTV,US/Pacific,Porterville Municipal Airport
KCBG,US/Central,Cambridge Municipal Airport
KLVK,US/Pacific,Livermore Municipal Airport
KMYV,US/Pacific,Yuba County Airport
KCVO,US/Pacific,Corvallis Municipal Airport
KSAT,US/Central,San Antonio International Airport
KPDX,US/Pacific,Portland International Airport
KHWO,US/Eastern,North Perry Airport
KRBD,US/Central,Dallas Executive Airport
KDAG,US/Pacific,Barstow Daggett Airport
KHIF,US/Mountain,Hill Air Force Base
KTYS,US/Eastern,McGhee Tyson Airport
KSBD,US/Pacific,San Bernardino International Airport
KHJO,US/Pacific,Hanford Municipal Airport
KBFI,US/Pacific,Boeing Field King County International Airport
KCCR,US/Pacific,Buchanan Field
KCTB,US/Mountain,Cut Bank International Airport
KCRQ,US/Pacific,McClellan-Palomar Airport
KDWH,US/Central,David Wayne Hooks Memorial Airport
KDCU,US/Central,Pryor Field Regional Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KIAH,US/Central,George Bush Intercontinental Houston Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KHQZ,US/Central,Mesquite Metro Airport
KDED,US/Eastern,Deland Municipal Sidney H Taylor Field
KORL,US/Eastern,Orlando Executive Airport
KHWO,US/Eastern,North Perry Airport
KBNA,US/Central,Nashville International Airport
KSDL,US/Mountain,Scottsdale Airport
KALB,US/Eastern,Albany International Airport
KORL,US/Eastern,Orlando Executive Airport
KMAO,US/Eastern,Marion County Airport
KBED,US/Eastern,Laurence G Hanscom Field
KEQY,US/Eastern,Charlotte-Monroe Executive Airport
KRDU,US/Eastern,Raleigh Durham International Airport
KJYL,US/Eastern,Plantation Airpark
KBUF,US/Eastern,Buffalo Niagara International Airport
KBOS,US/Eastern,Logan International Airport
KBOI,US/Mountain,Boise Air Terminal/Gowen Field
KBCT,US/Eastern,Boca Raton Airport
KDAA,US/Eastern,Davison Army Air Field
KSGR,US/Central,Sugar Land Regional Airport
KGNV,US/Eastern,Gainesville Regional Airport
KPIE,US/Eastern,St. Petersburg Clearwater International Airport
KRSW,US/Eastern,Southwest Florida International Airport
K3I2,US/Eastern,Mason County Airport
KSMO,US/Pacific,Santa Monica Municipal Airport
KSBA,US/Pacific,Santa Barbara Municipal Airport
KAFW,US/Central,Perot Field/Fort Worth Alliance Airport
KHST,US/Eastern,Homestead ARB Airport
KSFB,US/Eastern,Orlando Sanford International Airport
KFTY,US/Eastern,Fulton County Airport Brown Field
KPTW,US/Eastern,Heritage Field
KSSF,US/Central,Stinson Municipal Airport
KFCI,US/Eastern,Richmond Executive-Chesterfield County Airport
KMZZ,US/Eastern,Marion Municipal Airport
KTTD,US/Pacific,Portland Troutdale Airport
KGNT,US/Mountain,Grants-Milan Municipal Airport
KBKL,US/Eastern,Burke Lakefront Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KONO,US/Mountain,Ontario Municipal Airport
KDUH,US/Eastern,Toledo Suburban Airport
KHRJ,US/Eastern,Harnett Regional Jetport Airport
KMCJ,US/Central,Salina Municipal Airport
KMIA,US/Eastern,Miami International Airport
KVAY,US/Eastern,South Jersey Regional Airport
KBKV,US/Eastern,Brooksville–Tampa Bay Regional Airport
KOQN,US/Eastern,Brandywine Regional Airport
KEMT,US/Pacific,San Gabriel Valley Airport
KUKI,US/Pacific,Ukiah Municipal Airport
KSRQ,US/Eastern,Sarasota Bradenton International Airport
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KLRF,US/Central,Little Rock Air Force Base
KLVJ,US/Central,Pearland Regional Airport
KMGE,US/Eastern,Dobbins Air Reserve Base
KPVD,US/Eastern,Theodore Francis Green State Airport
KSQL,US/Pacific,San Carlos Airport
KATT,US/Central,Central City Municipal - Larry Reineke Field
KVNY,US/Pacific,Van Nuys Airport
KUZA,US/Eastern,Rock Hill - York County Airport
KEMT,US/Pacific,San Gabriel Valley Airport
KAUN,US/Pacific,Auburn Municipal Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KONP,US/Pacific,Newport Municipal Airport
KBUF,US/Eastern,Buffalo Niagara International Airport
KCEU,US/Eastern,Oconee County Regional Airport
KORL,US/Eastern,Orlando Executive Airport
KTCM,US/Pacific,McChord Air Force Base
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KCHS,US/Eastern,Charleston International Airport
KSNA,US/Pacific,John Wayne Orange County International Airport
KDMW,US/Eastern,Carroll County Regional Jack B Poage Field
KSLC,US/Mountain,Salt Lake City International Airport
KPVF,US/Pacific,Placerville Airport
KGMU,US/Eastern,Greenville Downtown Airport
KLGB,US/Pacific,Long Beach Airport (Daugherty Field)
KCLT,US/Eastern,Charlotte Douglas International Airport
KNCA,US/Eastern,MCAS New River / McCutcheon Field
KEQY,US/Eastern,Charlotte-Monroe Executive Airport
KISM,US/Eastern,Kissimmee Gateway Airport
KVUO,US/Pacific,Pearson Field
KMAI,US/Central,Marianna Municipal Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KMCJ,US/Central,Salina Municipal Airport
KMIA,US/Eastern,Miami International Airport
KCZK,US/Pacific,Cascade Locks State Airport
KPNS,US/Central,Pensacola International Airport
K21D,US/Central,Lake Elmo Airport
KONT,US/Pacific,Ontario International Airport
KO22,US/Pacific,Columbia Airport
KAJO,US/Pacific,Corona Municipal Airport
KHIO,US/Pacific,Portland Hillsboro Airport
KDVT,US/Mountain,Phoenix Deer Valley Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KLDJ,US/Eastern,Linden Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KTPF,US/Eastern,Peter O Knight Airport
KLGB,US/Pacific,Long Beach Airport (Daugherty Field)
KHSP,US/Eastern,Ingalls Field
KDSM,US/Central,Des Moines International Airport
KMIC,US/Central,Crystal Airport
KORL,US/Eastern,Orlando Executive Airport
KSCH,US/Eastern,Schenectady County Airport
KFCI,US/Eastern,Richmond Executive-Chesterfield County Airport
KMCI,US/Central,Kansas City International Airport
KCAE,US/Eastern,Columbia Metropolitan Airport
KEZF,US/Eastern,Shannon Airport
KCDW,US/Eastern,Essex County Airport
KHPN,US/Eastern,Westchester County Airport
KEWR,US/Eastern,Newark Liberty International Airport
KMDW,US/Central,Chicago Midway International Airport
KHOU,US/Central,William P Hobby Airport
KRAL,US/Pacific,Riverside Municipal Airport
KVAY,US/Eastern,South Jersey Regional Airport
KMIA,US/Eastern,Miami International Airport
KNEW,US/Central,Lakefront Airport
KDFW,US/Central,Dallas Fort Worth International Airport
KSUA,US/Eastern,Witham Field
KOGD,US/Mountain,Ogden Hinckley Airport
KRHV,US/Pacific,Reid-Hillview Airport of Santa Clara County
KRNO,US/Pacific,Reno Tahoe International Airport
KFMY,US/Eastern,Page Field
KCLT,US/Eastern,Charlotte Douglas International Airport
KOAK,US/Pacific,San Francisco Bay Oakland International Airport
KPHL,US/Eastern,Philadelphia International Airport
KSMX,US/Pacific,Santa Maria Public Airport Captain G Allan Hancock Field
KSBD,US/Pacific,San Bernardino International Airport
KDCA,US/Eastern,Ronald Reagan Washington National Airport
KRTS,US/Pacific,Reno-Stead Airport
KNYG,US/Eastern,Quantico Marine Corps Airfield / Turner Field
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KAPA,US/Mountain,Centennial Airport
KFME,US/Eastern,Tipton Airport
KMHR,US/Pacific,Sacramento Mather Airport
KFDW,US/Eastern,Fairfield County Airport
KDMA,US/Mountain,Davis Monthan Air Force Base
KMUI,US/Eastern,Muir Army Air Field (Fort Indiantown Gap) Airport
KGRR,US/Eastern,Gerald R. Ford International Airport
KMIC,US/Central,Crystal Airport
KHWD,US/Pacific,Hayward Executive Airport
KORL,US/Eastern,Orlando Executive Airport
KPUC,US/Mountain,Carbon County Regional Airport / Buck Davis Field
KMCC,US/Pacific,McClellan Airfield
KEMT,US/Pacific,San Gabriel Valley Airport
KBNA,US/Central,Nashville International Airport
KPHX,US/Mountain,Phoenix Sky Harbor International Airport
KPWA,US/Central,Wiley Post Airport
KBNA,US/Central,Nashville International Airport
KVUO,US/Pacific,Pearson Field
KCXY,US/Eastern,Capital City Airport
KCHA,US/Eastern,Chattanooga Metropolitan Airport (Lovell Field)
KAJO,US/Pacific,Corona Municipal Airport
KSHV,US/Central,Shreveport Regional Airport
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KROC,US/Eastern,Frederick Douglass Greater Rochester International Airport
KTMB,US/Eastern,Miami Executive Airport
KADS,US/Central,Addison Airport
KCIC,US/Pacific,Chico Regional Airport
KOPN,US/Eastern,Thomaston Upson County Airport
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KPHL,US/Eastern,Philadelphia International Airport
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KCUB,US/Eastern,Jim Hamilton L.B. Owens Airport
KLFT,US/Central,Lafayette Regional Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KMYV,US/Pacific,Yuba County Airport
KSTL,US/Central,St. Louis Lambert International Airport
KAUN,US/Pacific,Auburn Municipal Airport
KORL,US/Eastern,Orlando Executive Airport
KLGA,US/Eastern,LaGuardia Airport
KBNA,US/Central,Nashville International Airport
KDAL,US/Central,Dallas Love Field
KATL,US/Eastern,Hartsfield Jackson Atlanta International Airport
KOVE,US/Pacific,Oroville Municipal Airport
KIND,US/Eastern,Indianapolis International Airport
KHHR,US/Pacific,Jack Northrop Field Hawthorne Municipal Airport
KLGA,US/Eastern,LaGuardia Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KMIA,US/Eastern,Miami International Airport
KRSW,US/Eastern,Southwest Florida International Airport
KORL,US/Eastern,Orlando Executive Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KCRQ,US/Pacific,McClellan-Palomar Airport
KSNA,US/Pacific,John Wayne Orange County International Airport
KTOA,US/Pacific,Zamperini Field
KAGC,US/Eastern,Allegheny County Airport
KFRM,US/Central,Fairmont Municipal Airport
KDPA,US/Central,Dupage Airport
KSTS,US/Pacific,Charles M. Schulz Sonoma County Airport
KSEG,US/Eastern,Penn Valley Airport
KDVT,US/Mountain,Phoenix Deer Valley Airport
KBFM,US/Central,Mobile Downtown Airport
KORD,US/Central,Chicago O'Hare International Airport
KTTD,US/Pacific,Portland Troutdale Airport
KOFP,US/Eastern,Hanover County Municipal Airport
KOPF,US/Eastern,Miami-Opa Locka Executive Airport
KFDK,US/Eastern,Frederick Municipal Airport
KPIA,US/Central,General Wayne A. Downing Peoria International Airport
KAWM,US/Central,West Memphis Municipal Airport
KMGJ,US/Eastern,Orange County Airport
KLQK,US/Eastern,Pickens County Airport
KPTV,US/Pacific,Porterville Municipal Airport
KELP,US/Mountain,El Paso International Airport
KHUA,US/Central,Redstone Army Air Field
KACY,US/Eastern,Atlantic City International Airport
KHPN,US/Eastern,Westchester County Airport
KBFL,US/Pacific,Meadows Field
KMCJ,US/Central,Salina Municipal Airport
KRSW,US/Eastern,Southwest Florida International Airport
KTPA,US/Eastern,Tampa International Airport
KLOM,US/Eastern,Wings Field
KFCI,US/Eastern,Richmond Executive-Chesterfield County Airport
KCRQ,US/Pacific,McClellan-Palomar Airport
KBJC,US/Mountain,Rocky Mountain Metropolitan Airport
KMXF,US/Central,Maxwell Air Force Base
KMCJ,US/Central,Salina Municipal Airport
KSAT,US/Central,San Antonio International Airport
KLOM,US/Eastern,Wings Field
KTDO,US/Pacific,Ed Carlson Memorial Field South Lewis County Airport
KLAX,US/Pacific,Los Angeles International Airport
KMUI,US/Eastern,Muir Army Air Field (Fort Indiantown Gap) Airport
KPVG,US/Eastern,Hampton Roads Executive Airport
KFUL,US/Pacific,Fullerton Municipal Airport
KANE,US/Central,Anoka County-Blaine (Janes Field) Airport
KTUL,US/Central,Tulsa International Airport
KMIA,US/Eastern,Miami International Airport
KBTR,US/Central,Baton Rouge Metropolitan Airport
KSPG,US/Eastern,Albert Whitted Airport
KJQF,US/Eastern,Concord-Padgett Regional Airport
KPDK,US/Eastern,DeKalb Peachtree Airport
KMCO,US/Eastern,Orlando International Airport
K3A6,US/Pacific,Pacific City State Airport
KGFL,US/Eastern,Floyd Bennett Memorial Airport
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KPNS,US/Central,Pensacola International Airport
KAPG,US/Eastern,Phillips Army Air Field
KROC,US/Eastern,Frederick Douglass Greater Rochester International Airport
KBUR,US/Pacific,Hollywood Burbank Airport
KCCR,US/Pacific,Buchanan Field
KVNY,US/Pacific,Van Nuys Airport
KBCT,US/Eastern,Boca Raton Airport
KCQT,US/Pacific,Pacific Valley Aviation Airport
KRME,US/Eastern,Griffiss International Airport
KLGA,US/Eastern,LaGuardia Airport
KMIA,US/Eastern,Miami International Airport
KCLT,US/Eastern,Charlotte Douglas International Airport
KCGS,US/Eastern,College Park Airport
KSPA,US/Eastern,Spartanburg Downtown Memorial Airport
KVNY,US/Pacific,Van Nuys Airport
KRME,US/Eastern,Griffiss International Airport
KEMT,US/Pacific,San Gabriel Valley Airport
KO22,US/Pacific,Columbia Airport
KCVH,US/Pacific,Hollister Municipal Airport
KCHA,US/Eastern,Chattanooga Metropolitan Airport (Lovell Field)
KFLL,US/Eastern,Fort Lauderdale Hollywood International Airport
KSLI,US/Pacific,Los Alamitos Army Air Field
KF70,US/Pacific,French Valley Airport
KSEA,US/Pacific,Seattle–Tacoma International Airport
KADS,US/Central,Addison Airport
KLRF,US/Central,Little Rock Air Force Base
KCQT,US/Pacific,Pacific Valley Aviation Airport
KBKF,US/Mountain,Buckley Space Force Base
